Time,Section,Velocity
2331,372,5.412
2331,373,5.412
2331,390,3.252
2331,391,-3.948
2331,392,-2.088
2331,399,2.448
2332,337,3.588
2332,338,-3.924
2332,339,2.28
2332,362,8.904
2332,363,8.508
2332,364,9.528
2332,365,-5.988
2332,366,5.976
2332,367,5.412
2332,369,9.984
2332,370,10.5
2332,371,4.26
2332,372,5.412
2332,373,5.412
2332,390,-2.856
2332,391,-3.312
2332,392,-2.064
2332,399,2.448
2333,337,3.576
2333,338,-3.924
2333,339,2.28
2333,362,8.856
2333,363,8.436
2333,364,9.576
2333,365,-5.748
2333,366,5.976
2333,367,5.412
2333,369,9.792
2333,370,10.404
2333,371,4.26
2333,372,5.412
2333,373,5.412
2333,390,-2.772
2333,391,-3.156
2333,392,-2.052
2333,399,2.448
2334,337,3.576
2334,338,-3.924
2334,339,2.28
2334,362,8.808
2334,363,8.352
2334,364,9.636
2334,365,-5.532
2334,366,5.976
2334,367,5.412
2334,369,9.624
2334,370,10.296
2334,371,4.26
2334,372,5.412
2334,373,5.412
2334,390,-2.712
2334,391,-3.024
2334,392,-2.052
2334,399,2.448
2335,337,3.564
2335,338,-3.936
2335,339,2.268
2335,362,8.772
2335,363,8.292
2335,364,9.684
2335,365,-5.316
2335,366,5.976
2335,367,5.412
2335,369,9.456
2335,370,10.2
2335,371,4.26
2335,372,5.412
2335,373,5.412
2335,390,-2.652
2335,391,-2.916
2335,392,-2.04
2335,399,2.448
2336,337,3.552
2336,338,-3.936
2336,339,2.268
2336,362,8.736
2336,363,8.22
2336,364,9.72
2336,365,-5.124
2336,366,5.976
2336,367,5.412
2336,369,9.312
2336,370,10.092
2336,371,4.26
2336,372,5.412
2336,373,5.412
2336,390,-2.604
2336,391,-2.832
2336,392,-2.04
2336,399,2.448
2341,337,3.54
2341,338,-3.816
2341,339,2.292
2341,362,8.664
2341,363,8.736
2341,364,9.3
2341,365,0.288
2341,366,5.976
2341,367,5.412
2341,369,10.404
2341,370,10.62
2341,371,4.248
2341,372,5.412
2341,373,5.412
2341,390,3.24
2341,391,-3.936
2341,392,-2.076
2341,399,2.448
2342,337,3.504
2342,338,-3.828
2342,339,2.28
2342,362,8.496
2342,363,8.484
2342,364,9.504
2342,365,-5.94
2342,366,5.976
2342,367,5.412
2342,369,9.768
2342,370,10.428
2342,371,4.248
2342,372,5.412
2342,373,5.412
2342,390,-2.844
2342,391,-3.288
2342,392,-2.052
2342,399,2.448
2343,337,3.504
2343,338,-3.828
2343,339,2.28
2343,362,8.448
2343,363,8.412
2343,364,9.564
2343,365,-5.712
2343,366,5.976
2343,367,5.412
2343,369,9.588
2343,370,10.332
2343,371,4.26
2343,372,5.412
2343,373,5.412
2343,390,-2.772
2343,391,-3.144
2343,392,-2.052
2343,399,2.448
2344,337,3.492
2344,338,-3.828
2344,339,2.28
2344,362,8.412
2344,363,8.34
2344,364,9.624
2344,365,-5.496
2344,366,5.976
2344,367,5.412
2344,369,9.42
2344,370,10.236
2344,371,4.26
2344,372,5.412
2344,373,5.412
2344,390,-2.712
2344,391,-3.012
2344,392,-2.04
2344,399,2.448
2345,337,3.48
2345,338,-3.828
2345,339,2.268
2345,362,8.376
2345,363,8.268
2345,364,9.672
2345,365,-5.28
2345,366,5.976
2345,367,5.412
2345,369,9.276
2345,370,10.128
2345,371,4.26
2345,372,5.412
2345,373,5.412
2345,390,-2.652
2345,391,-2.904
2345,392,-2.04
2345,399,2.448
2346,337,3.48
2346,338,-3.84
2346,339,2.268
2346,362,8.34
2346,363,8.196
2346,364,9.708
2346,365,-5.088
2346,366,5.976
2346,367,5.412
2346,369,9.132
2346,370,10.032
2346,371,4.26
2346,372,5.412
2346,373,5.412
2346,390,-2.604
2346,391,-2.82
2346,392,-2.04
2346,399,2.448
2351,337,3.456
2351,338,-3.732
2351,339,2.292
2351,362,8.268
2351,363,8.712
2351,364,9.3
2351,365,0.288
2351,366,5.976
2351,367,5.412
2351,369,10.188
2351,370,10.536
2351,371,4.248
2351,372,5.412
2351,373,5.412
2351,390,3.228
2351,391,-3.924
2351,392,-2.076
2351,399,2.448
2352,337,3.432
2352,338,-3.744
2352,339,2.28
2352,362,8.112
2352,363,8.472
2352,364,9.492
2352,365,-5.892
2352,366,5.976
2352,367,5.412
2352,369,9.576
2352,370,10.356
2352,371,4.248
2352,372,5.412
2352,373,5.412
2352,390,-2.844
2352,391,-3.276
2352,392,-2.052
2352,399,2.448
2353,337,3.42
2353,338,-3.744
2353,339,2.28
2353,362,8.064
2353,363,8.388
2353,364,9.552
2353,365,-5.664
2353,366,5.976
2353,367,5.412
2353,369,9.396
2353,370,10.272
2353,371,4.248
2353,372,5.412
2353,373,5.412
2353,390,-2.772
2353,391,-3.132
2353,392,-2.052
2353,399,2.448
2354,337,3.42
2354,338,-3.744
2354,339,2.28
2354,362,8.028
2354,363,8.316
2354,364,9.612
2354,365,-5.46
2354,366,5.976
2354,367,5.412
2354,369,9.24
2354,370,10.176
2354,371,4.26
2354,372,5.412
2354,373,5.412
2354,390,-2.712
2354,391,-3
2354,392,-2.04
2354,399,2.448
2355,337,3.408
2355,338,-3.744
2355,339,2.268
2355,362,7.992
2355,363,8.244
2355,364,9.66
2355,365,-5.256
2355,366,5.976
2355,367,5.412
2355,369,9.096
2355,370,10.08
2355,371,4.26
2355,372,5.412
2355,373,5.412
2355,390,-2.652
2355,391,-2.892
2355,392,-2.04
2355,399,2.448
2356,337,3.408
2356,338,-3.744
2356,339,2.268
2356,362,7.956
2356,363,8.184
2356,364,9.696
2356,365,-5.064
2356,366,5.976
2356,367,5.412
2356,369,8.952
2356,370,9.984
2356,371,4.26
2356,372,5.412
2356,373,5.412
2356,390,-2.604
2356,391,-2.82
2356,392,-2.04
2356,399,2.448
2361,337,3.396
2361,338,-3.66
2361,339,2.292
2361,362,7.884
2361,363,8.688
2361,364,9.288
2361,365,0.288
2361,366,5.976
2361,367,5.412
2361,369,10.032
2361,370,10.464
2361,371,4.248
2361,372,5.412
2361,373,5.412
2361,390,3.216
2361,391,-3.912
2361,392,-2.076
2361,399,2.448
2362,337,3.36
2362,338,-3.66
2362,339,2.28
2362,362,7.74
2362,363,8.448
2362,364,9.48
2362,365,-5.856
2362,366,5.976
2362,367,5.412
2362,369,9.432
2362,370,10.308
2362,371,4.248
2362,372,5.412
2362,373,5.412
2362,390,-2.844
2362,391,-3.264
2362,392,-2.052
2362,399,2.448
2363,337,3.36
2363,338,-3.672
2363,339,2.28
2363,362,7.704
2363,363,8.376
2363,364,9.54
2363,365,-5.64
2363,366,5.976
2363,367,5.412
2363,369,9.252
2363,370,10.212
2363,371,4.248
2363,372,5.412
2363,373,5.412
2363,390,-2.772
2363,391,-3.12
2363,392,-2.052
2363,399,2.448
2364,337,3.348
2364,338,-3.672
2364,339,2.28
2364,362,7.668
2364,363,8.304
2364,364,9.6
2364,365,-5.424
2364,366,5.976
2364,367,5.412
2364,369,9.096
2364,370,10.128
2364,371,4.26
2364,372,5.412
2364,373,5.412
2364,390,-2.712
2364,391,-2.988
2364,392,-2.04
2364,399,2.448
2365,337,3.348
2365,338,-3.672
2365,339,2.268
2365,362,7.632
2365,363,8.232
2365,364,9.648
2365,365,-5.22
2365,366,5.976
2365,367,5.412
2365,369,8.952
2365,370,10.032
2365,371,4.26
2365,372,5.412
2365,373,5.412
2365,390,-2.652
2365,391,-2.88
2365,392,-2.04
2365,399,2.448
2366,337,3.336
2366,338,-3.672
2366,339,2.268
2366,362,7.596
2366,363,8.172
2366,364,9.684
2366,365,-5.028
2366,366,5.976
2366,367,5.412
2366,369,8.808
2366,370,9.936
2366,371,4.26
2366,372,5.412
2366,373,5.412
2366,390,-2.592
2366,391,-2.808
2366,392,-2.028
2366,399,2.448
2411,337,4.092
2411,338,-4.44
2411,339,2.268
2411,362,0.312
2411,363,9.048
2411,364,9.432
2411,365,0.3
2411,366,5.892
2411,367,5.328
2411,369,11.832
2411,370,11.292
2411,371,4.188
2411,372,5.328
2411,373,5.328
2411,390,-3.24
2411,391,-4.104
2411,392,-2.028
2411,399,2.412
2412,337,4.02
2412,338,-4.428
2412,339,2.256
2412,362,0.312
2412,363,8.688
2412,364,9.384
2412,365,-6.24
2412,366,5.88
2412,367,5.328
2412,369,11.028
2412,370,11.004
2412,371,4.188
2412,372,5.328
2412,373,5.328
2412,390,-2.928
2412,391,-3.504
2412,392,-2.004
2412,399,2.412
2413,337,4.008
2413,338,-4.428
2413,339,2.256
2413,362,0.312
2413,363,8.592
2413,364,9.444
2413,365,-5.988
2413,366,5.88
2413,367,5.316
2413,369,10.8
2413,370,10.884
2413,371,4.188
2413,372,5.316
2413,373,5.316
2413,390,-2.844
2413,391,-3.336
2413,392,-2.004
2413,399,2.412
2414,337,3.984
2414,338,-4.428
2414,339,2.244
2414,362,0.312
2414,363,8.496
2414,364,9.504
2414,365,-5.748
2414,366,5.88
2414,367,5.316
2414,369,10.584
2414,370,10.764
2414,371,4.188
2414,372,5.316
2414,373,5.316
2414,390,-2.784
2414,391,-3.204
2414,392,-1.992
2414,399,2.412
2415,337,3.972
2415,338,-4.428
2415,339,2.244
2415,362,0.312
2415,363,8.412
2415,364,9.54
2415,365,-5.52
2415,366,5.88
2415,367,5.316
2415,369,10.404
2415,370,10.644
2415,371,4.188
2415,372,5.316
2415,373,5.316
2415,390,-2.724
2415,391,-3.084
2415,392,-1.992
2415,399,2.412
2416,337,3.96
2416,338,-4.428
2416,339,2.244
2416,362,0.312
2416,363,8.34
2416,364,9.588
2416,365,-5.304
2416,366,5.88
2416,367,5.316
2416,369,10.224
2416,370,10.536
2416,371,4.188
2416,372,5.316
2416,373,5.316
2416,390,-2.676
2416,391,-2.988
2416,392,-1.992
2416,399,2.412
2421,337,3.72
2421,338,-4.032
2421,339,2.268
2421,362,9.552
2421,363,8.748
2421,364,9.204
2421,365,0.3
2421,366,5.892
2421,367,5.328
2421,369,10.872
2421,370,10.884
2421,371,4.188
2421,372,5.328
2421,373,5.328
2421,390,3.192
2421,391,-4.08
2421,392,-2.016
2421,399,2.412
2422,337,3.684
2422,338,-4.032
2422,339,2.256
2422,362,9.348
2422,363,8.472
2422,364,9.336
2422,365,-6.036
2422,366,5.88
2422,367,5.316
2422,369,10.176
2422,370,10.644
2422,371,4.188
2422,372,5.316
2422,373,5.316
2422,390,-2.892
2422,391,-3.444
2422,392,-1.992
2422,399,2.412
2423,337,3.672
2423,338,-4.044
2423,339,2.256
2423,362,9.288
2423,363,8.388
2423,364,9.396
2423,365,-5.808
2423,366,5.88
2423,367,5.316
2423,369,9.984
2423,370,10.548
2423,371,4.188
2423,372,5.316
2423,373,5.316
2423,390,-2.82
2423,391,-3.288
2423,392,-1.992
2423,399,2.412
2424,337,3.66
2424,338,-4.044
2424,339,2.244
2424,362,9.24
2424,363,8.304
2424,364,9.444
2424,365,-5.58
2424,366,5.88
2424,367,5.316
2424,369,9.804
2424,370,10.44
2424,371,4.188
2424,372,5.316
2424,373,5.316
2424,390,-2.76
2424,391,-3.156
2424,392,-1.98
2424,399,2.412
2425,337,3.648
2425,338,-4.044
2425,339,2.244
2425,362,9.192
2425,363,8.232
2425,364,9.492
2425,365,-5.364
2425,366,5.88
2425,367,5.316
2425,369,9.636
2425,370,10.332
2425,371,4.188
2425,372,5.316
2425,373,5.316
2425,390,-2.7
2425,391,-3.06
2425,392,-1.98
2425,399,2.412
2426,337,3.636
2426,338,-4.044
2426,339,2.244
2426,362,9.156
2426,363,8.16
2426,364,9.54
2426,365,-5.16
2426,366,5.88
2426,367,5.316
2426,369,9.492
2426,370,10.236
2426,371,4.188
2426,372,5.316
2426,373,5.316
2426,390,-2.652
2426,391,-2.976
2426,392,-1.98
2426,399,2.412
2431,337,3.624
2431,338,-3.924
2431,339,2.268
2431,362,9.096
2431,363,8.7
2431,364,9.144
2431,365,0.288
2431,366,5.892
2431,367,5.328
2431,369,10.62
2431,370,10.776
2431,371,4.176
2431,372,5.328
2431,373,5.328
2431,390,3.18
2431,391,-4.068
2431,392,-2.016
2431,399,2.412
2432,337,3.588
2432,338,-3.924
2432,339,2.256
2432,362,8.904
2432,363,8.436
2432,364,9.312
2432,365,-5.988
2432,366,5.88
2432,367,5.316
2432,369,9.96
2432,370,10.56
2432,371,4.188
2432,372,5.316
2432,373,5.316
2432,390,-2.892
2432,391,-3.432
2432,392,-1.992
2432,399,2.412
2433,337,3.576
2433,338,-3.924
2433,339,2.256
2433,362,8.856
2433,363,8.352
2433,364,9.384
2433,365,-5.76
2433,366,5.88
2433,367,5.316
2433,369,9.768
2433,370,10.464
2433,371,4.188
2433,372,5.316
2433,373,5.316
2433,390,-2.82
2433,391,-3.276
2433,392,-1.992
2433,399,2.412
2434,337,3.564
2434,338,-3.936
2434,339,2.244
2434,362,8.808
2434,363,8.268
2434,364,9.432
2434,365,-5.532
2434,366,5.88
2434,367,5.316
2434,369,9.6
2434,370,10.356
2434,371,4.188
2434,372,5.316
2434,373,5.316
2434,390,-2.748
2434,391,-3.144
2434,392,-1.98
2434,399,2.412
2435,337,3.564
2435,338,-3.936
2435,339,2.244
2435,362,8.772
2435,363,8.196
2435,364,9.48
2435,365,-5.328
2435,366,5.88
2435,367,5.316
2435,369,9.444
2435,370,10.26
2435,371,4.188
2435,372,5.316
2435,373,5.316
2435,390,-2.7
2435,391,-3.048
2435,392,-1.98
2435,399,2.412
2436,337,3.552
2436,338,-3.936
2436,339,2.244
2436,362,8.736
2436,363,8.136
2436,364,9.528
2436,365,-5.124
2436,366,5.88
2436,367,5.316
2436,369,9.3
2436,370,10.164
2436,371,4.188
2436,372,5.316
2436,373,5.316
2436,390,-2.64
2436,391,-2.964
2436,392,-1.968
2436,399,2.412
2441,337,3.54
2441,338,-3.816
2441,339,2.268
2441,362,8.664
2441,363,8.664
2441,364,9.108
2441,365,0.288
2441,366,5.892
2441,367,5.328
2441,369,10.38
2441,370,10.68
2441,371,4.176
2441,372,5.328
2441,373,5.328
2441,390,-3.168
2441,391,-4.068
2441,392,-2.004
2441,399,2.412
2442,337,3.504
2442,338,-3.828
2442,339,2.256
2442,362,8.496
2442,363,8.4
2442,364,9.3
2442,365,-5.94
2442,366,5.88
2442,367,5.316
2442,369,9.756
2442,370,10.488
2442,371,4.188
2442,372,5.316
2442,373,5.316
2442,390,-2.892
2442,391,-3.408
2442,392,-1.992
2442,399,2.412
2443,337,3.492
2443,338,-3.828
2443,339,2.256
2443,362,8.448
2443,363,8.328
2443,364,9.372
2443,365,-5.712
2443,366,5.88
2443,367,5.316
2443,369,9.576
2443,370,10.392
2443,371,4.188
2443,372,5.316
2443,373,5.316
2443,390,-2.82
2443,391,-3.264
2443,392,-1.98
2443,399,2.412
2444,337,3.492
2444,338,-3.828
2444,339,2.256
2444,362,8.412
2444,363,8.256
2444,364,9.42
2444,365,-5.496
2444,366,5.88
2444,367,5.316
2444,369,9.408
2444,370,10.296
2444,371,4.188
2444,372,5.316
2444,373,5.316
2444,390,-2.748
2444,391,-3.132
2444,392,-1.98
2444,399,2.412
2445,337,3.48
2445,338,-3.84
2445,339,2.244
2445,362,8.376
2445,363,8.184
2445,364,9.468
2445,365,-5.292
2445,366,5.88
2445,367,5.316
2445,369,9.252
2445,370,10.2
2445,371,4.188
2445,372,5.316
2445,373,5.316
2445,390,-2.688
2445,391,-3.036
2445,392,-1.98
2445,399,2.412
2446,337,3.48
2446,338,-3.84
2446,339,2.244
2446,362,8.34
2446,363,8.112
2446,364,9.516
2446,365,-5.088
2446,366,5.88
2446,367,5.316
2446,369,9.108
2446,370,10.104
2446,371,4.188
2446,372,5.316
2446,373,5.316
2446,390,-2.64
2446,391,-2.964
2446,392,-1.968
2446,399,2.412
2451,337,3.456
2451,338,-3.732
2451,339,2.268
2451,362,8.268
2451,363,8.628
2451,364,9.084
2451,365,0.288
2451,366,5.892
2451,367,5.328
2451,369,10.176
2451,370,10.608
2451,371,4.176
2451,372,5.328
2451,373,5.328
2451,390,-3.168
2451,391,-4.056
2451,392,-2.004
2451,399,2.412
2452,337,3.432
2452,338,-3.744
2452,339,2.256
2452,362,8.112
2452,363,8.388
2452,364,9.288
2452,365,-5.904
2452,366,5.88
2452,367,5.316
2452,369,9.552
2452,370,10.428
2452,371,4.188
2452,372,5.316
2452,373,5.316
2452,390,-2.892
2452,391,-3.396
2452,392,-1.992
2452,399,2.412
2453,337,3.42
2453,338,-3.744
2453,339,2.256
2453,362,8.064
2453,363,8.304
2453,364,9.36
2453,365,-5.676
2453,366,5.88
2453,367,5.316
2453,369,9.384
2453,370,10.332
2453,371,4.188
2453,372,5.316
2453,373,5.316
2453,390,-2.82
2453,391,-3.24
2453,392,-1.98
2453,399,2.412
2454,337,3.42
2454,338,-3.744
2454,339,2.256
2454,362,8.028
2454,363,8.232
2454,364,9.408
2454,365,-5.46
2454,366,5.88
2454,367,5.316
2454,369,9.216
2454,370,10.236
2454,371,4.188
2454,372,5.316
2454,373,5.316
2454,390,-2.748
2454,391,-3.12
2454,392,-1.98
2454,399,2.412
2455,337,3.408
2455,338,-3.744
2455,339,2.244
2455,362,7.992
2455,363,8.16
2455,364,9.456
2455,365,-5.256
2455,366,5.88
2455,367,5.316
2455,369,9.072
2455,370,10.14
2455,371,4.188
2455,372,5.316
2455,373,5.316
2455,390,-2.688
2455,391,-3.036
2455,392,-1.968
2455,399,2.412
2456,337,3.408
2456,338,-3.756
2456,339,2.244
2456,362,7.956
2456,363,8.1
2456,364,9.504
2456,365,-5.064
2456,366,5.88
2456,367,5.316
2456,369,8.928
2456,370,10.044
2456,371,4.188
2456,372,5.316
2456,373,5.316
2456,390,-2.64
2456,391,-2.952
2456,392,-1.968
2456,399,2.412
2461,337,3.396
2461,338,-3.66
2461,339,2.268
2461,362,7.884
2461,363,8.616
2461,364,9.072
2461,365,0.288
2461,366,5.88
2461,367,5.328
2461,369,10.008
2461,370,10.536
2461,371,4.176
2461,372,5.328
2461,373,5.328
2461,390,-3.168
2461,391,-4.044
2461,392,-2.004
2461,399,2.412
2462,337,3.36
2462,338,-3.672
2462,339,2.256
2462,362,7.74
2462,363,8.364
2462,364,9.276
2462,365,-5.856
2462,366,5.88
2462,367,5.316
2462,369,9.408
2462,370,10.368
2462,371,4.188
2462,372,5.316
2462,373,5.316
2462,390,-2.892
2462,391,-3.384
2462,392,-1.992
2462,399,2.412
2463,337,3.36
2463,338,-3.672
2463,339,2.256
2463,362,7.704
2463,363,8.292
2463,364,9.348
2463,365,-5.64
2463,366,5.88
2463,367,5.316
2463,369,9.24
2463,370,10.284
2463,371,4.188
2463,372,5.316
2463,373,5.316
2463,390,-2.82
2463,391,-3.228
2463,392,-1.98
2463,399,2.412
2464,337,3.348
2464,338,-3.672
2464,339,2.256
2464,362,7.668
2464,363,8.22
2464,364,9.396
2464,365,-5.424
2464,366,5.88
2464,367,5.316
2464,369,9.072
2464,370,10.188
2464,371,4.188
2464,372,5.316
2464,373,5.316
2464,390,-2.748
2464,391,-3.108
2464,392,-1.98
2464,399,2.412
2465,337,3.348
2465,338,-3.672
2465,339,2.244
2465,362,7.632
2465,363,8.148
2465,364,9.444
2465,365,-5.232
2465,366,5.88
2465,367,5.316
2465,369,8.928
2465,370,10.092
2465,371,4.188
2465,372,5.316
2465,373,5.316
2465,390,-2.688
2465,391,-3.024
2465,392,-1.968
2465,399,2.412
2466,337,3.336
2466,338,-3.684
2466,339,2.244
2466,362,7.608
2466,363,8.088
2466,364,9.492
2466,365,-5.04
2466,366,5.88
2466,367,5.316
2466,369,8.796
2466,370,9.996
2466,371,4.188
2466,372,5.316
2466,373,5.316
2466,390,-2.64
2466,391,-2.952
2466,392,-1.968
2466,399,2.412
2511,337,4.092
2511,338,-4.44
2511,339,2.244
2511,362,0.312
2511,363,8.976
2511,364,9.504
2511,365,0.3
2511,366,5.796
2511,367,5.244
2511,369,11.82
2511,370,11.352
2511,371,4.128
2511,372,5.244
2511,373,5.244
2511,390,-3.312
2511,391,-4.212
2511,392,-1.98
2511,399,2.376
2512,337,4.02
2512,338,-4.428
2512,339,2.232
2512,362,0.312
2512,363,8.616
2512,364,9.18
2512,365,-6.252
2512,366,5.796
2512,367,5.244
2512,369,11.004
2512,370,11.052
2512,371,4.128
2512,372,5.244
2512,373,5.244
2512,390,-2.964
2512,391,-3.588
2512,392,-1.956
2512,399,2.376
2513,337,3.996
2513,338,-4.428
2513,339,2.232
2513,362,0.312
2513,363,8.52
2513,364,9.252
2513,365,-5.988
2513,366,5.796
2513,367,5.244
2513,369,10.776
2513,370,10.932
2513,371,4.128
2513,372,5.244
2513,373,5.244
2513,390,-2.88
2513,391,-3.432
2513,392,-1.956
2513,399,2.376
2514,337,3.984
2514,338,-4.428
2514,339,2.22
2514,362,0.312
2514,363,8.424
2514,364,9.312
2514,365,-5.748
2514,366,5.796
2514,367,5.232
2514,369,10.572
2514,370,10.812
2514,371,4.128
2514,372,5.232
2514,373,5.232
2514,390,-2.796
2514,391,-3.3
2514,392,-1.944
2514,399,2.376
2515,337,3.96
2515,338,-4.428
2515,339,2.22
2515,362,0.312
2515,363,8.328
2515,364,9.36
2515,365,-5.52
2515,366,5.784
2515,367,5.232
2515,369,10.38
2515,370,10.692
2515,371,4.128
2515,372,5.232
2515,373,5.232
2515,390,-2.736
2515,391,-3.18
2515,392,-1.944
2515,399,2.376
2516,337,3.948
2516,338,-4.428
2516,339,2.22
2516,362,0.312
2516,363,8.256
2516,364,9.396
2516,365,-5.304
2516,366,5.784
2516,367,5.232
2516,369,10.212
2516,370,10.584
2516,371,4.128
2516,372,5.232
2516,373,5.232
2516,390,-2.688
2516,391,-3.084
2516,392,-1.944
2516,399,2.376
2521,337,3.72
2521,338,-4.032
2521,339,2.244
2521,362,9.552
2521,363,8.688
2521,364,9.276
2521,365,0.3
2521,366,5.796
2521,367,5.244
2521,369,10.848
2521,370,10.932
2521,371,4.116
2521,372,5.244
2521,373,5.244
2521,390,-3.204
2521,391,-4.188
2521,392,-1.956
2521,399,2.376
2522,337,3.672
2522,338,-4.044
2522,339,2.232
2522,362,9.348
2522,363,8.4
2522,364,9.132
2522,365,-6.048
2522,366,5.796
2522,367,5.244
2522,369,10.164
2522,370,10.704
2522,371,4.128
2522,372,5.244
2522,373,5.244
2522,390,-2.928
2522,391,-3.54
2522,392,-1.944
2522,399,2.376
2523,337,3.66
2523,338,-4.044
2523,339,2.232
2523,362,9.288
2523,363,8.304
2523,364,9.204
2523,365,-5.808
2523,366,5.796
2523,367,5.232
2523,369,9.972
2523,370,10.596
2523,371,4.128
2523,372,5.232
2523,373,5.232
2523,390,-2.844
2523,391,-3.384
2523,392,-1.932
2523,399,2.376
2524,337,3.66
2524,338,-4.044
2524,339,2.22
2524,362,9.24
2524,363,8.232
2524,364,9.264
2524,365,-5.58
2524,366,5.796
2524,367,5.232
2524,369,9.792
2524,370,10.488
2524,371,4.128
2524,372,5.232
2524,373,5.232
2524,390,-2.784
2524,391,-3.252
2524,392,-1.932
2524,399,2.376
2525,337,3.648
2525,338,-4.044
2525,339,2.22
2525,362,9.192
2525,363,8.148
2525,364,9.312
2525,365,-5.364
2525,366,5.784
2525,367,5.232
2525,369,9.624
2525,370,10.38
2525,371,4.128
2525,372,5.232
2525,373,5.232
2525,390,-2.724
2525,391,-3.168
2525,392,-1.932
2525,399,2.376
2526,337,3.636
2526,338,-4.044
2526,339,2.22
2526,362,9.156
2526,363,8.088
2526,364,9.348
2526,365,-5.16
2526,366,5.784
2526,367,5.232
2526,369,9.468
2526,370,10.284
2526,371,4.128
2526,372,5.232
2526,373,5.232
2526,390,-2.676
2526,391,-3.084
2526,392,-1.92
2526,399,2.376
2531,337,3.624
2531,338,-3.924
2531,339,2.244
2531,362,9.096
2531,363,8.628
2531,364,9.216
2531,365,0.288
2531,366,5.796
2531,367,5.244
2531,369,10.596
2531,370,10.824
2531,371,4.116
2531,372,5.244
2531,373,5.244
2531,390,-3.192
2531,391,-4.176
2531,392,-1.956
2531,399,2.376
2532,337,3.588
2532,338,-3.924
2532,339,2.232
2532,362,8.904
2532,363,8.364
2532,364,9.12
2532,365,-5.988
2532,366,5.796
2532,367,5.244
2532,369,9.936
2532,370,10.608
2532,371,4.128
2532,372,5.244
2532,373,5.244
2532,390,-2.916
2532,391,-3.528
2532,392,-1.932
2532,399,2.376
2533,337,3.576
2533,338,-3.924
2533,339,2.232
2533,362,8.856
2533,363,8.28
2533,364,9.192
2533,365,-5.76
2533,366,5.796
2533,367,5.232
2533,369,9.756
2533,370,10.512
2533,371,4.128
2533,372,5.232
2533,373,5.232
2533,390,-2.844
2533,391,-3.372
2533,392,-1.932
2533,399,2.376
2534,337,3.564
2534,338,-3.936
2534,339,2.22
2534,362,8.808
2534,363,8.196
2534,364,9.24
2534,365,-5.544
2534,366,5.796
2534,367,5.232
2534,369,9.588
2534,370,10.416
2534,371,4.128
2534,372,5.232
2534,373,5.232
2534,390,-2.784
2534,391,-3.252
2534,392,-1.932
2534,399,2.376
2535,337,3.564
2535,338,-3.936
2535,339,2.22
2535,362,8.772
2535,363,8.124
2535,364,9.288
2535,365,-5.328
2535,366,5.784
2535,367,5.232
2535,369,9.42
2535,370,10.308
2535,371,4.128
2535,372,5.232
2535,373,5.232
2535,390,-2.724
2535,391,-3.156
2535,392,-1.92
2535,399,2.376
2536,337,3.552
2536,338,-3.936
2536,339,2.22
2536,362,8.736
2536,363,8.052
2536,364,9.336
2536,365,-5.124
2536,366,5.784
2536,367,5.232
2536,369,9.276
2536,370,10.212
2536,371,4.128
2536,372,5.232
2536,373,5.232
2536,390,-2.664
2536,391,-3.084
2536,392,-1.92
2536,399,2.376
2541,337,3.54
2541,338,-3.828
2541,339,2.244
2541,362,8.664
2541,363,8.592
2541,364,9.168
2541,365,0.288
2541,366,5.796
2541,367,5.244
2541,369,10.368
2541,370,10.74
2541,371,4.116
2541,372,5.244
2541,373,5.244
2541,390,-3.192
2541,391,-4.164
2541,392,-1.944
2541,399,2.376
2542,337,3.504
2542,338,-3.828
2542,339,2.232
2542,362,8.496
2542,363,8.328
2542,364,9.108
2542,365,-5.94
2542,366,5.796
2542,367,5.244
2542,369,9.732
2542,370,10.536
2542,371,4.128
2542,372,5.244
2542,373,5.244
2542,390,-2.916
2542,391,-3.504
2542,392,-1.932
2542,399,2.376
2543,337,3.492
2543,338,-3.828
2543,339,2.232
2543,362,8.448
2543,363,8.256
2543,364,9.168
2543,365,-5.712
2543,366,5.796
2543,367,5.232
2543,369,9.552
2543,370,10.44
2543,371,4.128
2543,372,5.232
2543,373,5.232
2543,390,-2.844
2543,391,-3.36
2543,392,-1.932
2543,399,2.376
2544,337,3.492
2544,338,-3.84
2544,339,2.232
2544,362,8.412
2544,363,8.172
2544,364,9.228
2544,365,-5.496
2544,366,5.796
2544,367,5.232
2544,369,9.384
2544,370,10.344
2544,371,4.128
2544,372,5.232
2544,373,5.232
2544,390,-2.772
2544,391,-3.24
2544,392,-1.92
2544,399,2.376
2545,337,3.48
2545,338,-3.84
2545,339,2.22
2545,362,8.376
2545,363,8.1
2545,364,9.276
2545,365,-5.292
2545,366,5.784
2545,367,5.232
2545,369,9.24
2545,370,10.248
2545,371,4.128
2545,372,5.232
2545,373,5.232
2545,390,-2.724
2545,391,-3.156
2545,392,-1.92
2545,399,2.376
2546,337,3.468
2546,338,-3.84
2546,339,2.22
2546,362,8.34
2546,363,8.028
2546,364,9.324
2546,365,-5.088
2546,366,5.784
2546,367,5.232
2546,369,9.096
2546,370,10.152
2546,371,4.128
2546,372,5.232
2546,373,5.232
2546,390,-2.664
2546,391,-3.072
2546,392,-1.92
2546,399,2.376
2551,337,3.456
2551,338,-3.732
2551,339,2.244
2551,362,8.268
2551,363,8.568
2551,364,9.132
2551,365,0.288
2551,366,5.796
2551,367,5.244
2551,369,10.152
